종목,티커,단타확률,중장기확률,단타정확도,중장기정확도,신호
드림어스컴퍼니,060570.KS,61.04,40.61,56.94,53.6,SELL
아시아나항공,020560.KS,28.79,40.59,55.59,58.11,SELL
HL만도,204320.KS,33.66,40.59,54.01,48.85,SELL
덕우전자,263600.KS,46.51,40.58,52.58,56.42,SELL
윤성에프앤씨,372170.KS,31.05,40.54,50.0,44.16,SELL
한일시멘트,300720.KS,58.38,40.54,51.99,53.66,SELL
셀로맥스사이언스,471820.KS,40.8,40.53,55.42,62.34,SELL
태양,053620.KS,53.85,40.53,51.9,51.35,SELL
NEW,160550.KS,52.42,40.53,52.08,53.51,SELL
크라운해태홀딩스,005740.KS,47.38,40.52,54.92,53.49,SELL
오파스넷,173130.KS,41.24,40.5,48.58,51.73,SELL
현대코퍼레이션,011760.KS,46.73,40.49,52.24,48.99,SELL
인스코비,006490.KS,66.76,40.49,57.27,54.95,SELL
녹십자엠에스,142280.KS,35.5,40.45,55.31,57.37,SELL
저스템,417840.KS,66.82,40.44,47.92,57.69,SELL
한빛소프트,047080.KS,48.12,40.44,54.14,55.97,SELL
다스코,058730.KS,67.53,40.44,52.35,50.34,SELL
와이솔,122990.KS,40.19,40.42,51.68,44.93,BUY
이연제약,102460.KS,39.81,40.42,56.04,46.17,SELL
구영테크,053270.KS,56.19,40.42,51.57,56.53,SELL
우리이앤엘,153490.KS,40.37,40.42,54.7,56.42,BUY
시프트업,462870.KS,41.95,40.38,55.26,82.41,SELL
뉴보텍,060260.KS,39.8,40.38,51.01,55.41,SELL
삼보모터스,053700.KS,46.12,40.36,53.8,48.65,SELL
에이비프로바이오,195990.KS,18.41,40.36,56.41,61.69,SELL
피씨엘,241820.KS,42.69,40.35,71.43,67.02,WAIT
씨유테크,376290.KS,46.79,40.35,56.92,60.9,SELL
삼양사,145990.KS,61.77,40.35,52.68,51.91,SELL
엔텔스,069410.KS,44.42,40.35,55.48,51.35,SELL
티웨이항공,091810.KS,54.65,40.28,55.33,50.82,SELL
스페코,013810.KS,45.97,40.28,53.02,56.98,BUY
넥스턴앤롤코리아,089140.KS,42.15,40.26,56.6,54.95,SELL
롯데렌탈,089860.KS,75.96,40.26,55.66,49.84,SELL
GS,078930.KS,49.85,40.25,47.76,54.73,SELL
팸텍,271830.KS,34.51,40.23,48.22,54.17,SELL
토니모리,214420.KS,52.72,40.23,55.53,51.42,SELL
유비쿼스홀딩스,078070.KS,45.96,40.21,59.51,55.63,SELL
세종텔레콤,036630.KS,33.08,40.21,58.17,53.27,SELL
창해에탄올,004650.KS,55.6,40.21,56.25,58.67,SELL
풍원정밀,371950.KS,32.95,40.19,55.02,40.99,BUY
아이디스홀딩스,054800.KS,54.66,40.18,51.34,56.42,BUY
다산디엠씨,208860.KS,46.43,40.18,90.71,90.65,SELL
오리엔트정공,065500.KS,49.36,40.18,53.47,50.11,SELL
SB성보,003080.KS,62.39,40.18,50.78,52.82,SELL
케이디켐,221980.KS,51.61,40.15,58.59,56.78,SELL
신도기연,290520.KS,30.18,40.14,55.47,57.78,SELL
코셋,189350.KS,28.51,40.13,70.26,56.32,SELL
텔콘RF제약,200230.KS,65.17,40.11,58.06,56.53,SELL
매커스,093520.KS,45.44,40.09,49.66,48.2,BUY
세운메디칼,100700.KS,45.0,40.07,56.15,54.95,SELL
케이프,064820.KS,56.53,40.06,55.26,46.4,SELL
동성케미컬,102260.KS,35.0,40.03,55.48,55.74,SELL
링네트,042500.KS,61.5,40.02,53.8,55.52,SELL
와이바이오로직스,338840.KS,46.12,40.0,54.43,46.71,SELL
LF,093050.KS,47.11,40.0,49.33,47.75,SELL
태림포장,011280.KS,67.91,39.95,56.82,55.07,SELL
삼성중공업,010140.KS,37.89,39.95,52.57,46.06,SELL
아티스트스튜디오,200350.KS,26.71,39.94,56.23,51.97,SELL
비아이매트릭스,413640.KS,68.68,39.93,49.69,43.95,SELL
미코,059090.KS,76.7,39.93,52.91,51.01,SELL
그린리소스,402490.KS,36.21,39.92,46.88,38.31,BUY
한울소재과학,091440.KS,59.68,39.88,51.79,52.48,SELL
아이디스,143160.KS,46.42,39.87,55.93,54.05,SELL
금호석유화학,011780.KS,56.79,39.86,51.12,49.89,SELL
머니무브,179720.KS,19.09,39.85,68.34,53.83,BUY
동일스틸럭스,023790.KS,45.63,39.84,54.92,54.62,SELL
코스모화학,005420.KS,40.59,39.83,52.24,53.04,SELL
대구백화점,006370.KS,43.8,39.81,56.49,57.32,SELL
전방,000950.KS,49.6,39.8,52.46,50.68,SELL
해성산업,034810.KS,40.92,39.79,53.24,54.62,SELL
에너토크,019990.KS,57.0,39.74,51.68,47.97,SELL
티케이케미칼,104480.KS,59.01,39.74,50.56,54.05,SELL
지아이이노베이션,358570.KS,65.68,39.73,51.44,59.9,BUY
한국화장품,123690.KS,37.61,39.7,55.59,53.04,SELL
티케이지휴켐스,069260.KS,45.07,39.69,54.36,54.05,SELL
DL이앤씨,375500.KS,39.44,39.68,49.46,50.27,SELL
코스모신소재,005070.KS,39.57,39.67,49.89,48.31,SELL
진코스텍,250030.KS,37.03,39.66,53.41,39.87,SELL
화성밸브,039610.KS,27.41,39.66,50.78,52.14,SELL
육일씨엔에쓰,191410.KS,58.94,39.64,54.03,52.44,SELL
아이티센코어,243870.KS,28.42,39.64,63.34,57.69,BUY
3S,060310.KS,77.47,39.63,54.59,58.0,SELL
아이티센엔텍,010280.KS,39.03,39.61,54.36,50.9,SELL
에스앤더블류,103230.KS,40.29,39.61,60.18,60.36,SELL
브레인즈컴퍼니,099390.KS,77.25,39.6,53.21,60.44,SELL
엘티씨,170920.KS,80.74,39.58,52.8,53.15,SELL
웹케시,053580.KS,47.64,39.57,53.19,53.91,SELL
한세엠케이,069640.KS,55.0,39.55,56.15,56.76,SELL
에스코넥,096630.KS,38.86,39.55,54.36,49.32,BUY
하나35호스팩,0041L0.KS,59.17,39.54,69.44,50.0,SELL
케이에스피,073010.KS,35.86,39.53,52.01,49.89,SELL
노바렉스,194700.KS,23.07,39.52,52.44,44.3,SELL
동아화성,041930.KS,70.42,39.5,53.24,56.87,SELL
씨이랩,189330.KS,43.81,39.5,55.67,51.35,SELL
애드포러스,397810.KS,46.76,39.5,63.64,77.78,SELL
프레스티지바이오파마,950210.KS,49.09,39.47,53.13,57.89,SELL
아이지넷,462980.KS,55.5,39.46,68.92,38.24,BUY
티케이지애강,022220.KS,72.32,39.44,56.82,47.64,SELL
스튜디오삼익,415380.KS,48.24,39.42,55.86,66.91,SELL
신송홀딩스,006880.KS,57.37,39.41,51.01,52.82,SELL
KX,122450.KS,58.43,39.37,55.7,50.56,SELL
LX하우시스,108670.KS,32.59,39.36,53.58,55.63,SELL
예선테크,250930.KS,69.56,39.36,53.2,56.6,SELL
알엔티엑스,123010.KS,49.29,39.33,59.35,58.86,SELL
휴맥스,115160.KS,66.7,39.33,54.36,69.03,SELL
박셀바이오,323990.KS,50.3,39.31,58.38,59.9,SELL
대한해운,005880.KS,40.85,39.31,53.91,51.24,BUY
아진전자부품,009320.KS,41.86,39.29,57.72,47.75,SELL
동원시스템즈,014820.KS,31.56,39.26,54.25,55.29,SELL
남광토건,001260.KS,32.96,39.26,56.04,56.87,SELL
일진하이솔루스,271940.KS,51.83,39.22,50.62,52.66,BUY
엔젤로보틱스,455900.KS,59.0,39.21,53.33,36.92,SELL
현대약품,004310.KS,57.96,39.2,52.01,50.68,SELL
메드팩토,235980.KS,40.87,39.19,53.22,55.06,SELL
핑거,163730.KS,67.45,39.18,53.93,48.76,SELL
LB세미콘,061970.KS,43.61,39.1,56.26,50.68,SELL
현대퓨처넷,126560.KS,50.34,39.09,52.8,47.52,SELL
우리금융지주,316140.KS,50.85,39.09,46.89,45.58,SELL
우리산업,215360.KS,38.36,39.08,54.55,55.09,SELL
지엔코,065060.KS,55.97,39.03,56.26,63.51,SELL
에이플러스에셋,244920.KS,59.89,39.02,53.52,43.24,SELL
케이씨씨글라스,344820.KS,24.07,39.01,55.06,57.4,SELL
SK케미칼,285130.KS,54.13,39.0,55.13,59.76,SELL
삼영무역,002810.KS,65.56,38.98,51.57,50.68,SELL
엄지하우스,224810.KS,51.57,38.96,78.2,48.01,SELL
태양기계,116100.KS,29.81,38.94,63.42,54.62,SELL
매일홀딩스,005990.KS,23.81,38.94,49.22,45.16,SELL
에프알텍,073540.KS,46.1,38.91,49.78,50.56,SELL
아이앤씨,052860.KS,54.99,38.91,53.24,50.56,BUY
오로라,039830.KS,52.02,38.89,52.01,48.99,SELL
세동,053060.KS,42.72,38.88,53.91,49.21,SELL
원풍물산,008290.KS,54.03,38.87,56.71,58.56,SELL
삼성제약,001360.KS,52.55,38.85,56.15,56.87,SELL
남화산업,111710.KS,40.84,38.85,58.03,60.04,SELL
내츄럴엔도텍,168330.KS,47.17,38.82,55.03,57.21,SELL
문배철강,008420.KS,56.7,38.81,55.15,47.86,BUY
대모,317850.KS,41.35,38.8,52.81,56.0,SELL
PS일렉트로닉스,332570.KS,84.98,38.79,55.31,48.37,SELL
HLB펩,196300.KS,56.55,38.77,53.86,52.99,SELL
대한유화,006650.KS,53.18,38.76,55.7,52.36,SELL
롯데관광개발,032350.KS,50.27,38.73,51.23,51.35,SELL
서울전자통신,027040.KS,51.34,38.72,58.95,62.05,BUY
디오,039840.KS,54.97,38.71,51.79,55.97,SELL
AJ네트웍스,095570.KS,40.92,38.64,52.02,47.51,SELL
DL,000210.KS,54.34,38.64,52.68,52.25,SELL
대신밸런스제16호스팩,457630.KS,36.44,38.58,76.14,64.71,SELL
셀피글로벌,068940.KS,41.79,38.58,89.49,87.95,WAIT
핀텔,291810.KS,51.22,38.57,50.21,54.24,SELL
롤링스톤,214610.KS,37.0,38.55,59.34,63.32,SELL
우듬지팜,403490.KS,42.73,38.55,58.38,62.87,SELL
더콘텐츠온,302920.KS,6.04,38.54,78.91,64.22,BUY
대원강업,000430.KS,40.18,38.52,49.44,56.87,SELL
서울식품공업,004410.KS,32.59,38.52,66.22,63.18,BUY
BYC,001460.KS,66.03,38.5,55.03,53.83,SELL
코스나인,082660.KS,38.09,38.5,73.49,68.24,WAIT
디아이동일,001530.KS,57.58,38.48,54.03,51.01,SELL
와이투솔루션,011690.KS,57.65,38.41,52.8,46.4,BUY
동국씨엠,460850.KS,41.51,38.41,54.69,47.59,BUY
안국약품,001540.KS,57.81,38.4,52.68,41.67,SELL
미래에셋생명,085620.KS,54.81,38.37,50.19,43.08,BUY
톱텍,108230.KS,54.46,38.36,51.12,54.05,SELL
파라다이스,034230.KS,33.89,38.35,48.32,45.27,SELL
우리엔터프라이즈,037400.KS,36.62,38.3,57.05,58.78,SELL
삼양패키징,272550.KS,56.23,38.3,54.65,54.7,SELL
호전실업,111110.KS,46.36,38.27,53.93,50.23,SELL
서플러스글로벌,140070.KS,80.42,38.27,52.94,48.33,SELL
컴퍼니케이,307930.KS,43.28,38.22,53.64,55.12,SELL
태성,323280.KS,36.78,38.2,53.69,42.95,BUY
이퓨쳐,134060.KS,38.63,38.19,59.17,59.57,SELL
CG인바이츠,083790.KS,52.63,38.13,54.59,59.01,BUY
롯데웰푸드,280360.KS,32.7,38.11,53.53,47.1,SELL
하츠,066130.KS,68.63,38.09,55.37,46.4,SELL
승일,049830.KS,44.96,38.08,55.48,55.74,SELL
티비에이치글로벌,084870.KS,61.92,37.98,54.03,55.52,BUY
강스템바이오텍,217730.KS,32.24,37.97,54.03,47.77,SELL
유안타증권,003470.KS,55.49,37.97,53.69,51.01,SELL
제일파마홀딩스,002620.KS,40.97,37.97,53.8,54.5,BUY
신성이엔지,011930.KS,52.88,37.96,54.47,49.89,SELL
알엔투테크놀로지,148250.KS,53.68,37.93,58.36,47.63,SELL
신흥,004080.KS,46.63,37.9,57.94,54.17,BUY
KS인더스트리,101000.KS,78.58,37.89,53.02,55.52,SELL
디와이파워,210540.KS,43.59,37.87,52.33,44.18,SELL
LS마린솔루션,060370.KS,52.93,37.87,51.57,46.28,SELL
대한뉴팜,054670.KS,31.46,37.86,52.46,54.39,SELL
대림통상,006570.KS,57.79,37.86,60.74,57.55,SELL
와이지엔터테인먼트,122870.KS,40.79,37.86,50.78,44.59,SELL
아이스크림에듀,289010.KS,29.76,37.85,57.64,61.92,SELL
두산퓨얼셀,336260.KS,57.94,37.82,53.66,54.59,BUY
골프존,215000.KS,45.03,37.81,54.89,57.45,SELL
한국비엔씨,256840.KS,35.58,37.81,49.18,48.27,SELL
투비소프트,079970.KS,39.52,37.81,68.57,70.72,WAIT
한국금융지주,071050.KS,43.16,37.79,50.11,47.3,SELL
진양홀딩스,100250.KS,62.37,37.76,51.9,53.49,SELL
대교,019680.KS,65.82,37.75,54.25,58.56,SELL
디에이피,066900.KS,42.48,37.74,51.79,57.21,SELL
진바이오텍,086060.KS,40.4,37.74,52.35,47.64,BUY
성신양회,004980.KS,64.34,37.73,55.59,52.59,SELL
인탑스,049070.KS,32.64,37.71,55.15,56.53,SELL
아난티,025980.KS,41.48,37.66,55.7,52.03,SELL
메디콕스,054180.KS,31.79,37.65,62.19,66.78,WAIT
아세아시멘트,183190.KS,60.59,37.64,55.37,52.14,SELL
한국단자공업,025540.KS,61.06,37.64,54.7,50.68,SELL
케이엠제약,225430.KS,33.54,37.62,53.16,55.84,SELL
휴럼,353190.KS,61.12,37.57,52.05,55.99,BUY
현대홈쇼핑,057050.KS,65.84,37.57,53.02,56.64,BUY
파마리서치바이오,217950.KS,32.24,37.54,55.97,57.35,SELL
이건홀딩스,039020.KS,73.65,37.52,52.35,50.56,SELL
세중,039310.KS,53.48,37.51,56.6,57.88,SELL
비씨엔씨,146320.KS,53.74,37.51,52.43,42.2,SELL
뷰노,338220.KS,52.2,37.5,50.41,50.42,SELL
SK가스,018670.KS,43.52,37.5,51.34,50.9,BUY
상보,027580.KS,54.87,37.5,57.27,61.6,SELL
미스터블루,207760.KS,52.35,37.49,56.1,50.18,SELL
유니온머티리얼,047400.KS,53.04,37.48,52.24,52.82,SELL
다산솔루에타,154040.KS,62.62,37.48,52.08,61.24,SELL
아톤,158430.KS,42.02,37.46,52.16,50.33,SELL
소프트센,032680.KS,52.41,37.37,56.15,47.41,SELL
제이스텍,090470.KS,54.91,37.36,53.02,54.95,BUY
선광,003100.KS,36.16,37.35,51.34,51.58,SELL
선진뷰티사이언스,086710.KS,56.51,37.33,53.39,50.14,SELL
삼일제약,000520.KS,24.5,37.31,51.79,49.89,SELL
SGA솔루션즈,184230.KS,51.93,37.3,53.36,60.61,SELL
파워로직스,047310.KS,64.47,37.28,54.92,50.0,SELL
KG이니시스,035600.KS,56.9,37.28,54.03,55.18,SELL
신한알파리츠,293940.KS,50.61,37.26,51.54,49.82,SELL
케이티앤지,033780.KS,48.3,37.24,54.14,51.69,SELL
덕산하이메탈,077360.KS,30.3,37.22,52.01,52.25,SELL
광전자,017900.KS,46.9,37.22,51.9,53.49,SELL
카카오게임즈,293490.KS,43.22,37.2,53.15,63.94,SELL
캡스톤파트너스,452300.KS,42.63,37.18,58.02,37.82,SELL
웹젠,069080.KS,55.18,37.17,54.03,56.08,SELL
삼성에스디에스,018260.KS,37.37,37.16,52.54,52.98,SELL
코리아나,027050.KS,40.35,37.16,52.91,54.84,SELL
KB스타리츠,432320.KS,67.77,37.15,46.72,48.74,SELL
아이티센씨티에스,031820.KS,26.44,37.14,54.25,49.89,BUY
빌리언스,044480.KS,55.72,37.12,55.59,60.47,SELL
씨피시스템,413630.KS,59.45,37.12,55.67,51.62,SELL
제닉스로보틱스,381620.KS,59.84,37.1,55.1,53.26,SELL
펩트론,087010.KS,54.99,37.06,49.1,47.53,SELL
HLB제약,047920.KS,47.15,37.04,52.42,45.6,SELL
필에너지,378340.KS,53.28,37.04,52.15,52.49,SELL
솔브레인홀딩스,036830.KS,49.81,36.98,50.78,47.75,SELL
패션플랫폼,225590.KS,49.37,36.98,55.45,50.73,SELL
메디안디노스틱,233250.KS,18.31,36.96,72.35,61.62,SELL
나노캠텍,091970.KS,32.91,36.92,63.87,63.74,SELL
우리산업홀딩스,072470.KS,54.85,36.9,54.14,53.15,BUY
삼보판지,023600.KS,42.71,36.9,53.47,53.15,SELL
엠투아이,347890.KS,68.35,36.88,58.37,49.75,SELL
인성정보,033230.KS,64.17,36.86,55.15,60.14,SELL
금호타이어,073240.KS,67.4,36.82,53.8,49.32,SELL
NHN,181710.KS,56.28,36.78,53.8,51.69,SELL
롯데이노베이트,286940.KS,46.91,36.75,48.92,45.26,SELL
제이에스링크,127120.KS,42.16,36.74,54.03,47.97,BUY
인카금융서비스,211050.KS,41.06,36.73,51.86,50.54,SELL
제놀루션,225220.KS,60.26,36.73,54.08,57.16,SELL
씨엔알리서치,359090.KS,29.66,36.71,55.58,58.51,SELL
JW생명과학,234080.KS,32.37,36.71,52.64,48.6,SELL
에프앤가이드,064850.KS,18.06,36.7,49.78,48.2,BUY
에스알바이오텍,270210.KS,52.55,36.68,55.35,47.14,BUY
미래에셋비전스팩7호,482680.KS,10.12,36.66,58.42,51.58,SELL
지누스,013890.KS,32.78,36.61,51.95,50.66,SELL
삼현철강,017480.KS,44.62,36.59,52.57,44.93,BUY
디와이덕양,024900.KS,36.19,36.58,56.38,56.42,SELL
차바이오텍,085660.KS,43.86,36.56,53.36,48.31,SELL
잇츠한불,226320.KS,38.58,36.56,52.76,63.69,SELL
선바이오,067370.KS,41.25,36.56,57.32,63.39,SELL
에스제이엠,123700.KS,40.23,36.53,53.13,47.86,SELL
앤씨앤,092600.KS,38.31,36.52,51.68,49.21,SELL
옵티코어,380540.KS,51.52,36.5,53.1,46.61,BUY
아이디피,332370.KS,41.75,36.48,46.63,41.01,SELL
SIMPAC,009160.KS,53.4,36.44,50.11,50.23,SELL
폴라리스오피스,041020.KS,52.59,36.43,55.15,59.8,SELL
덱스터,206560.KS,58.76,36.43,56.99,46.21,SELL
CJ CGV,079160.KS,67.51,36.41,50.89,56.76,SELL
보해양조,000890.KS,40.36,36.4,59.06,67.0,BUY
주성엔지니어링,036930.KS,49.1,36.36,51.34,47.86,BUY
와이랩,432430.KS,78.4,36.35,49.73,42.22,SELL
HMM,011200.KS,38.3,36.32,51.68,55.74,BUY
큐캐피탈,016600.KS,32.7,36.28,57.38,53.72,BUY
대한화섬,003830.KS,71.78,36.26,54.25,47.97,SELL
피플바이오,304840.KS,49.88,36.25,52.56,63.28,SELL
로보쓰리에이아이,238500.KS,21.89,36.24,71.01,73.15,WAIT
디와이디,219550.KS,63.53,36.24,56.06,66.36,SELL
제일일렉트릭,199820.KS,56.88,36.21,48.29,52.66,SELL
케이씨에스,115500.KS,56.64,36.2,51.01,49.44,SELL
KTis,058860.KS,55.63,36.18,55.03,53.6,SELL
케이사인,192250.KS,43.43,36.17,55.54,56.21,SELL
알에프세미,096610.KS,38.83,36.15,77.96,69.48,WAIT
애머릿지,900100.KS,73.54,36.15,59.51,63.96,SELL
미래아이앤지,007120.KS,37.45,36.15,55.15,58.78,BUY
한독,002390.KS,32.24,36.13,56.82,50.56,SELL
대신증권,003540.KS,39.5,36.13,48.55,53.15,BUY
트루엔,417790.KS,45.11,36.13,55.05,50.78,SELL
아주스틸,139990.KS,47.9,36.11,54.43,65.73,SELL
에스퓨얼셀,288620.KS,56.48,36.1,53.25,57.6,SELL
비비안,002070.KS,53.14,36.06,56.82,61.94,SELL
아우딘퓨쳐스,227610.KS,33.66,36.06,56.98,55.13,SELL
인트론바이오,048530.KS,48.24,36.05,57.61,54.17,BUY
해태제과식품,101530.KS,69.43,36.02,53.7,48.66,SELL
리더스코스메틱,016100.KS,24.94,35.99,59.17,58.78,SELL
아이마켓코리아,122900.KS,54.18,35.97,55.59,53.6,SELL
에스제이엠홀딩스,025530.KS,77.04,35.96,52.01,52.03,SELL
좋은사람들,033340.KS,37.04,35.94,78.86,77.93,SELL
DN오토모티브,007340.KS,14.05,35.94,50.89,48.09,SELL
KX하이텍,052900.KS,47.91,35.93,50.11,56.64,SELL
케이씨티시,009070.KS,31.14,35.92,52.91,50.11,SELL
CNT85,056730.KS,39.6,35.89,65.77,73.42,SELL
이글루,067920.KS,48.86,35.86,54.59,50.23,BUY
이스트에이드,239340.KS,78.15,35.83,56.96,61.84,SELL
조광페인트,004910.KS,43.94,35.82,52.57,60.02,SELL
지투파워,388050.KS,78.37,35.78,46.1,54.71,BUY
인터지스,129260.KS,65.08,35.78,57.16,56.31,SELL
텔코웨어,078000.KS,39.22,35.75,51.68,47.52,BUY
케이티,030200.KS,46.59,35.71,51.68,48.09,SELL
화인베스틸,133820.KS,65.04,35.67,52.41,47.87,SELL
성호전자,043260.KS,38.56,35.66,54.03,51.13,BUY
포커스에이아이,331380.KS,55.25,35.61,52.68,49.67,SELL
경창산업,024910.KS,60.08,35.58,56.04,56.87,SELL
에이치엘사이언스,239610.KS,32.45,35.56,53.96,60.95,SELL
고려제약,014570.KS,62.72,35.52,52.01,56.98,SELL
한국제12호스팩,458610.KS,38.0,35.52,67.23,49.12,SELL
SBS,034120.KS,43.41,35.51,55.93,56.64,SELL
바이오비쥬,489460.KS,47.5,35.5,50.0,87.23,SELL
대한제분,001130.KS,57.79,35.49,55.48,47.86,SELL
웨이브일렉트로,095270.KS,63.83,35.47,58.84,48.87,BUY
계양전기,012200.KS,59.59,35.44,50.34,51.8,BUY
CJ제일제당,097950.KS,57.5,35.37,51.23,52.36,SELL
SK바이오사이언스,302440.KS,64.07,35.35,51.81,51.98,SELL
대동전자,008110.KS,30.85,35.3,73.83,70.83,WAIT
흥아해운,003280.KS,54.62,35.28,55.37,55.52,BUY
대원산업,005710.KS,59.08,35.25,49.44,48.65,SELL
삼아알미늄,006110.KS,48.56,35.23,50.67,49.1,SELL
코스텍시스템,169670.KS,40.93,35.22,51.69,59.31,SELL
휴림에이텍,078590.KS,53.48,35.21,69.91,63.18,SELL
툴젠,199800.KS,55.63,35.2,53.92,53.36,SELL
인터엠,017250.KS,37.53,35.18,51.79,54.73,SELL
에이테크솔루션,071670.KS,74.18,35.16,58.17,54.84,SELL
타이거일렉,219130.KS,71.21,35.14,51.44,49.47,SELL
대동,000490.KS,54.01,35.14,53.24,54.62,SELL
대양전기공업,108380.KS,47.47,35.08,50.67,49.66,SELL
CS홀딩스,000590.KS,54.02,35.01,49.11,50.79,SELL
뉴파워프라즈마,144960.KS,42.83,35.0,52.0,44.99,SELL
판도라티비,202960.KS,65.6,35.0,57.16,56.67,SELL
엔젯,419080.KS,68.22,35.0,54.04,63.76,SELL
아이케이세미콘,149010.KS,36.33,34.97,64.41,49.33,SELL
한익스프레스,014130.KS,35.6,34.95,56.6,59.68,SELL
엔시스,333620.KS,24.53,34.94,50.28,52.99,SELL
에이프로젠바이오로직스,003060.KS,50.48,34.94,53.13,60.14,SELL
에스와이,109610.KS,53.44,34.91,54.37,58.75,SELL
에이프로젠,007460.KS,33.33,34.91,52.35,57.77,SELL
한화생명,088350.KS,58.39,34.91,53.91,46.62,BUY
에스바이오메딕스,304360.KS,50.18,34.89,52.74,43.08,BUY
현대사료,016790.KS,39.28,34.88,92.21,88.73,WAIT
한선엔지니어링,452280.KS,37.1,34.87,47.5,51.95,SELL
탑엔지니어링,065130.KS,45.01,34.86,51.68,51.46,SELL
엑스페릭스,317770.KS,78.84,34.85,55.53,57.38,SELL
가온전선,000500.KS,59.39,34.84,51.34,51.69,BUY
원티드랩,376980.KS,34.37,34.78,52.89,65.33,SELL
BF랩스,139050.KS,44.47,34.77,75.39,71.73,WAIT
옵트론텍,082210.KS,47.83,34.76,53.8,55.86,SELL
에코바이오,038870.KS,67.61,34.73,54.92,58.11,SELL
마음AI,377480.KS,69.71,34.69,56.17,50.5,SELL
아미노로직스,074430.KS,48.11,34.65,54.7,53.83,SELL
이노와이어리스,073490.KS,70.36,34.61,53.58,55.07,SELL
SK아이이테크놀로지,361610.KS,51.89,34.61,52.3,51.46,SELL
태영건설,009410.KS,35.59,34.59,61.07,51.58,BUY
한일홀딩스,003300.KS,42.65,34.59,49.89,48.2,BUY
다원넥스뷰,323350.KS,50.45,34.52,55.96,43.97,SELL
고려제강,002240.KS,30.66,34.52,52.13,53.38,SELL
KB제30호스팩,486630.KS,57.74,34.48,65.66,52.69,SELL
화천기계,010660.KS,52.94,34.46,52.68,47.97,SELL
제이앤티씨,204270.KS,81.44,34.46,53.21,49.53,SELL
케이웨더,068100.KS,29.98,34.43,54.93,60.29,SELL
현대무벡스,319400.KS,49.62,34.35,49.5,45.93,SELL
자람테크놀로지,389020.KS,47.8,34.32,47.42,43.0,SELL
디와이,013570.KS,38.52,34.28,53.24,55.18,SELL
상신이디피,091580.KS,77.02,34.26,53.36,49.77,SELL
파크시스템스,140860.KS,47.17,34.21,52.08,53.18,BUY
넥스트아이,137940.KS,32.62,34.19,56.49,56.76,SELL
HLB제넥스,187420.KS,74.25,34.18,55.65,59.92,SELL
남양유업,003920.KS,58.24,34.17,50.34,50.0,SELL
한국철강,104700.KS,41.05,34.15,51.34,47.75,BUY
씨앤지하이테크,264660.KS,43.55,34.1,51.61,52.14,SELL
영진약품,003520.KS,59.98,34.1,52.24,53.15,SELL
코오롱생명과학,102940.KS,48.82,34.06,54.14,52.7,SELL
넷마블,251270.KS,42.91,34.05,54.36,52.9,SELL
유니테크노,241690.KS,40.55,34.04,54.78,46.49,SELL
동성제약,002210.KS,39.84,34.02,65.21,67.57,WAIT
현대힘스,460930.KS,55.63,33.98,56.46,53.9,SELL
강원에너지,114190.KS,71.94,33.95,52.01,52.93,SELL
씨아이테크,004920.KS,43.41,33.94,51.45,57.55,SELL
LG헬로비전,037560.KS,45.15,33.93,53.36,67.0,SELL
모나리자,012690.KS,37.94,33.92,53.13,53.15,SELL
사이냅소프트,466410.KS,47.22,33.9,59.09,60.98,SELL
아크솔루션스,203690.KS,4.45,33.83,69.14,67.47,WAIT
캐리소프트,317530.KS,43.24,33.82,53.25,54.82,SELL
삼현,437730.KS,59.43,33.79,46.32,48.09,SELL
한진중공업홀딩스,003480.KS,43.5,33.76,53.69,51.13,SELL
안지오랩,251280.KS,62.13,33.72,57.83,49.34,SELL
태경산업,015890.KS,25.45,33.68,52.46,50.45,SELL
산일전기,062040.KS,57.22,33.67,53.64,34.29,SELL
하이트진로홀딩스,000140.KS,44.16,33.63,56.82,50.11,SELL
퓨릿,445180.KS,49.03,33.63,50.6,35.19,SELL
칩스앤미디어,094360.KS,45.31,33.61,53.02,53.15,SELL
HLB글로벌,003580.KS,32.14,33.58,56.15,58.78,SELL
벽산,007210.KS,38.3,33.54,53.58,52.48,BUY
서울제약,018680.KS,63.66,33.53,56.71,69.48,SELL
크라운제과,264900.KS,41.26,33.49,52.78,51.71,SELL
케일럼,258610.KS,46.76,33.49,56.04,56.98,SELL
나노,187790.KS,62.24,33.47,67.63,38.88,BUY
탑머티리얼,360070.KS,40.93,33.44,58.68,57.2,SELL
비피도,238200.KS,44.6,33.41,56.79,57.14,SELL
지씨셀,144510.KS,62.29,33.4,52.68,53.56,SELL
대우건설,047040.KS,41.37,33.39,54.47,48.42,BUY
아시아경제,127710.KS,29.05,33.34,55.04,57.42,BUY
광동제약,009290.KS,39.29,33.26,55.26,55.18,BUY
아이패밀리에스씨,114840.KS,43.59,33.25,54.46,48.38,SELL
옵티팜,153710.KS,55.26,33.14,57.28,59.43,SELL
알티캐스트,085810.KS,53.33,33.09,59.06,61.15,SELL
핸즈코퍼레이션,143210.KS,42.35,33.09,52.59,63.23,SELL
코나아이,052400.KS,39.32,33.08,53.13,52.36,SELL
제일약품,271980.KS,54.93,33.06,55.48,60.19,SELL
러셀,217500.KS,76.05,33.02,53.51,60.28,SELL
미래에셋글로벌리츠,396690.KS,32.97,33.02,59.48,55.0,SELL
멤레이비티,072770.KS,51.7,33.02,52.8,48.2,BUY
